Epoch,Loss,psnr,ssim,nqm
1,2216.7008089021874,32.89433288574219,0.8876631855964661,35.31682205200195
2,449.04163608696626,32.674095153808594,0.8541309237480164,35.99105453491211
3,439.2056215475534,33.12275695800781,0.8975668549537659,36.01408386230469
4,434.847217635526,32.52860641479492,0.876846432685852,35.69242858886719
5,424.0728947996183,33.518714904785156,0.9064266681671143,36.19870376586914
6,413.5254107293282,33.66612243652344,0.9061272740364075,36.446990966796875
7,410.02813611212576,33.220420837402344,0.8972192406654358,35.705177307128906
8,400.2328255689781,33.69477081298828,0.9103890657424927,36.46692657470703
9,395.8194784382827,32.78560256958008,0.9102951288223267,34.2988166809082
10,506.9738766036871,33.38780212402344,0.9049931764602661,35.84669876098633
11,398.4599462378116,33.536006927490234,0.9092977046966553,35.810272216796875
12,391.2871493274019,33.59402084350586,0.9085453748703003,36.01713180541992
13,389.62239792219555,33.66396713256836,0.9115956425666809,36.546451568603516
14,386.01230147267114,33.53097915649414,0.9070044159889221,36.00324249267578
15,385.4272779857839,33.606563568115234,0.9065461754798889,36.323028564453125
16,380.21312477170056,33.56647872924805,0.9084024429321289,35.89744186401367
17,380.3249981712749,33.61674499511719,0.9104780554771423,35.97679138183594
18,377.215240082486,33.7762336730957,0.9115492105484009,36.22293472290039
19,375.94703110556566,33.75731658935547,0.9115314483642578,36.10647201538086
20,371.6557074859852,33.86311340332031,0.9119598269462585,36.47193145751953
21,370.94879877221496,33.8621826171875,0.9131039977073669,36.260318756103516
22,366.61814306128116,33.59238052368164,0.9103597402572632,35.6683235168457
23,364.95180212122796,33.78110122680664,0.9113052487373352,36.087257385253906
24,361.05376176906907,33.82780075073242,0.9108359813690186,36.75913619995117
25,360.8098151054091,33.70177459716797,0.9098947048187256,35.84086608886719
26,347.7618540057699,33.93360137939453,0.9124261140823364,36.64814376831055
27,347.30041952351576,33.88777160644531,0.9125592112541199,36.27873229980469
28,346.8312067978255,33.9681510925293,0.9129112958908081,36.55488586425781
29,346.91384449733124,33.96661376953125,0.9128594994544983,36.4572868347168
30,346.43354855602934,33.966461181640625,0.9127328991889954,36.77088165283203
31,345.98279347892935,33.94712448120117,0.9125962853431702,36.4757194519043
32,345.6564052436188,34.09099197387695,0.9139567017555237,36.915470123291016
33,345.7697354731669,34.01152420043945,0.9131258726119995,36.72683334350586
34,345.2553225801191,33.974159240722656,0.9136763215065002,36.41708755493164
35,344.9773991592058,34.04486083984375,0.9139076471328735,36.71411895751953
36,345.0092713334178,34.01556396484375,0.9132072925567627,36.72882080078125
37,344.34596720688216,34.061561584472656,0.9140106439590454,36.689697265625
38,344.48680340715947,34.13250732421875,0.914257287979126,37.066261291503906
39,344.34396222529523,34.044105529785156,0.9135003685951233,36.75423812866211
40,344.26778767127115,33.982666015625,0.9127026200294495,36.69770812988281
41,343.7503229039316,34.062095642089844,0.9136897921562195,36.92074966430664
42,343.9286377302563,34.01394271850586,0.9134156703948975,36.95719909667969
43,343.33541284226277,34.02306365966797,0.9131653308868408,36.754058837890625
44,343.2714294899511,34.04362869262695,0.9134064316749573,36.9044189453125
45,343.2153936953945,34.0037956237793,0.913449227809906,36.95542907714844
46,342.925776218094,34.077598571777344,0.9137866497039795,36.872581481933594
47,342.6844507581405,34.10072326660156,0.9139617085456848,36.98973083496094
48,342.57001124957134,34.12457275390625,0.9142869710922241,37.03775405883789
49,342.3062471695529,33.91110610961914,0.9135611057281494,36.257808685302734
50,342.1993752515953,34.12923812866211,0.9143018126487732,36.94107437133789
51,340.397670507067,34.085723876953125,0.9138332009315491,36.86981201171875
52,340.47926908303765,34.08338928222656,0.9138370156288147,36.83603286743164
53,340.4072498001215,34.09916305541992,0.9139336943626404,36.9194450378418
54,340.3890080692204,34.097923278808594,0.9139260649681091,36.92427444458008
55,340.34597885481276,34.12559127807617,0.9142259955406189,36.98896026611328
56,340.30691804376266,34.13478088378906,0.914260745048523,37.025421142578125
57,340.2767052220934,34.10076141357422,0.9139953851699829,36.8983154296875
58,340.2298638962607,34.10569763183594,0.9140048027038574,36.929161071777344
59,340.23726051854726,34.110374450683594,0.9140306711196899,36.991912841796875
60,340.25330369090307,34.09886932373047,0.9139501452445984,36.94211959838867
61,340.199995305884,34.09324264526367,0.9138701558113098,36.923057556152344
62,340.1568174988259,34.101192474365234,0.913912296295166,36.970951080322266
63,340.2189594181439,34.092369079589844,0.9139665961265564,36.82160568237305
64,340.18171280722584,34.106910705566406,0.914025604724884,36.94950485229492
65,340.06203386146603,34.07862091064453,0.913727879524231,36.92816162109375
66,340.14210182947056,34.11397171020508,0.9141116142272949,36.996246337890625
67,340.0994534441533,34.124664306640625,0.9141568541526794,37.09728240966797
68,340.09110237878696,34.110107421875,0.9140051603317261,36.97893524169922
69,340.0095091841603,34.093196868896484,0.9138551354408264,36.913604736328125
70,339.9600697990592,34.12031936645508,0.9141073822975159,37.041542053222656
71,340.0055815718556,34.10919189453125,0.9139958024024963,36.98788833618164
72,339.936145566984,34.12017059326172,0.9141661524772644,36.97834014892578
73,339.9853294430798,34.109336853027344,0.9140529036521912,36.92830276489258
74,339.930989925006,34.085411071777344,0.9137332439422607,36.922943115234375
75,339.94972331505693,34.08977127075195,0.913847804069519,36.95365524291992
76,339.6677590406578,34.116275787353516,0.9141003489494324,36.990516662597656
77,339.70451520381084,34.11498260498047,0.9141063690185547,36.945472717285156
78,339.6941439446602,34.116573333740234,0.9141024947166443,36.98196792602539
79,339.65684063161603,34.1040153503418,0.9139707684516907,36.957618713378906
80,339.67077919763466,34.102264404296875,0.9139528870582581,36.94438552856445
81,339.67438066788304,34.0997200012207,0.9139007329940796,36.96880340576172
82,339.67272955042716,34.104557037353516,0.9139782190322876,36.955909729003906
83,339.6460906982422,34.1103401184082,0.9140396118164062,36.95920944213867
84,339.6450299444999,34.11037826538086,0.9140282869338989,36.97410202026367
