Epoch,Loss,psnr,ssim,nqm
1,537.7471475233266,32.97005081176758,0.8904027342796326,36.3360595703125
2,78.64552397786835,32.556026458740234,0.8940218091011047,34.31781005859375
3,74.32800642502161,32.38523483276367,0.8948930501937866,33.62343978881836
4,72.09913678522463,32.47400665283203,0.8961416482925415,33.657501220703125
5,70.68445241892779,33.43294143676758,0.9008153676986694,36.02259063720703
6,69.30802448590596,33.14055252075195,0.9016891121864319,34.91168212890625
7,68.20950317088469,33.713321685791016,0.9043980240821838,36.851531982421875
8,67.36791910654233,33.40834045410156,0.9032790064811707,35.47459411621094
9,66.85025749235977,33.237030029296875,0.9019200205802917,35.60991287231445
10,66.1101121387364,33.56180191040039,0.9049677848815918,36.03404235839844
11,65.64591646930317,33.61916732788086,0.9062601327896118,36.489688873291016
12,65.17721030888734,33.528480529785156,0.9055917263031006,35.703636169433594
13,64.86573511141317,33.58685302734375,0.9058519601821899,35.97342300415039
14,64.61196692637455,33.65898513793945,0.906487762928009,36.42950439453125
15,64.16756526481959,33.60679626464844,0.9075785279273987,35.9014778137207
16,63.95683272826819,33.54962921142578,0.9052283763885498,36.16048049926758
17,63.91027623930095,33.60398483276367,0.9062107801437378,35.901512145996094
18,63.60362533875453,33.37788009643555,0.9036606550216675,35.23011016845703
19,63.21644949471509,33.43129348754883,0.9056154489517212,36.22915267944336
20,63.089000473787756,33.734222412109375,0.9074256420135498,36.41594314575195
21,62.788955611947145,33.71753692626953,0.9074844717979431,36.26936721801758
22,62.728319500699456,33.69179153442383,0.9073448777198792,36.567325592041016
23,62.431146171357895,33.90227508544922,0.9092565178871155,36.79341506958008
24,62.273291128653064,33.290992736816406,0.9064141511917114,34.88507843017578
25,62.1055253714691,33.89858627319336,0.9093297123908997,37.143341064453125
26,60.48528154543889,33.7991943359375,0.9083264470100403,36.460914611816406
27,60.51039590511793,33.61829376220703,0.9074912071228027,35.74176025390625
28,60.46558752324846,33.6931037902832,0.9071328043937683,36.37568283081055
29,60.4343040033623,33.65296173095703,0.9066395163536072,36.01970291137695
30,60.42940769519335,33.91529846191406,0.9095840454101562,36.98575973510742
31,60.367598674915456,33.786399841308594,0.9080471396446228,36.56360626220703
32,60.35567265381048,33.44696807861328,0.9059137105941772,35.25309753417969
33,60.323622859554526,33.71148681640625,0.9075345396995544,36.30922317504883
34,60.29076259666019,33.763893127441406,0.9079563617706299,36.434051513671875
35,60.27266752719879,33.730655670166016,0.9074680209159851,36.563053131103516
36,60.25784432004999,33.67743682861328,0.9071274399757385,36.09425354003906
37,60.24688115532015,33.740482330322266,0.9076535701751709,36.34231185913086
38,60.218379379790505,33.63734436035156,0.9065088033676147,35.98835372924805
39,60.196283795215464,33.44010925292969,0.9049717783927917,35.311649322509766
40,60.18829096540993,33.71116638183594,0.907689094543457,36.06120300292969
41,60.15313708046336,33.720035552978516,0.907374382019043,36.219356536865234
42,60.137978032783224,33.66179656982422,0.906702995300293,36.21343994140625
43,60.12956042054259,33.76036071777344,0.9077825546264648,36.383121490478516
44,60.09596923398383,33.69329071044922,0.907301664352417,36.088233947753906
45,60.09634264457373,33.80301284790039,0.9084553122520447,36.42378234863281
46,60.06621181376187,33.836185455322266,0.9086933732032776,36.50895309448242
47,60.04389582739936,33.73095703125,0.9074443578720093,36.26959991455078
48,60.04650781772755,33.76179885864258,0.9076679944992065,36.51375961303711
49,60.02994286572492,33.74732208251953,0.9076194763183594,36.35685729980469
50,59.992531928015346,33.71549606323242,0.9070584177970886,36.23149871826172
